dataset,scene,image,rotation_matrix,translation_vector
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_93831605_13948911711.png,0.999823685;0.000940847;-0.018754043;-0.004240169;0.984259994;-0.176675648;0.018292630;0.176724018;0.984090444,0.520476139;1.036565630;3.102878559
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_78723734_3158991011.png,0.992145866;0.034464069;0.120244783;-0.027327561;0.997793892;-0.060502512;-0.122064672;0.056741320;0.990898904,-3.417480336;5.322285911;14.989132557
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_95794971_4901889397.png,0.890792256;-0.152453880;-0.428073557;0.089531586;0.982458493;-0.163583022;0.445503368;0.107392385;0.888815855,13.932267071;1.821534731;7.650468000
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_81409989_5495330211.png,0.916110538;-0.117920734;-0.383192097;0.034011040;0.975180499;-0.218783553;0.399480577;0.187397157;0.897383738,11.733583086;0.077823056;3.831201487
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_22555231_8007352373.png,0.982893810;-0.021471735;-0.182917256;-0.035621984;0.952262905;-0.303193723;0.180695413;0.304523109;0.935208449,7.609423411;-2.450506354;-3.555990295
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_90077341_5746101059.png,0.789635118;0.186127230;0.584664891;-0.038306380;0.965975470;-0.255781180;-0.612379786;0.179577407;0.769898015,-14.672698903;2.151003343;13.324483483
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_98071474_3495805188.png,0.658355689;-0.211457491;-0.722394294;0.142058332;0.977387068;-0.156633167;0.739180098;0.000498208;0.673507635,19.722841047;2.430982237;13.492491183
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_64273020_5411668132.png,0.997686715;0.032440285;0.059739822;-0.013358295;0.955213644;-0.295615376;-0.066654140;0.294133511;0.953437309,-1.894033368;-0.360845653;-0.456756031
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_89086898_3494993799.png,0.989715798;0.024208019;-0.140984438;-0.024372487;0.999702790;0.000560263;0.140956099;0.002881640;0.990011654,4.991499028;-3.530190871;-4.120323822
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_16771025_6187661240.png,0.945061473;0.099196901;0.311478389;-0.072838577;0.992792149;-0.095175051;-0.318674369;0.067258632;0.945474972,-14.793911014;6.195943473;18.801770206
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_30002765_4759346847.png,0.997903379;-0.010365391;-0.063885875;-0.018235899;0.902069248;-0.431205895;0.062099101;0.431466836;0.899988929,-0.632497051;0.181676473;3.814279882
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_91266839_729663994.png,0.933916844;-0.295706088;0.200891112;0.328194782;0.931994416;-0.153865505;-0.141730428;0.209629001;0.967454478,-3.329912208;-2.123533378;-0.655853585
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_72669213_5987184866.png,0.964377920;-0.102378551;-0.243913632;0.053315599;0.978373287;-0.199857845;0.259099738;0.179734091;0.948979969,7.000263787;0.079795435;1.569108182
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_79598868_8555774052.png,0.906940645;0.141291485;0.396856879;-0.032395215;0.962677488;-0.268705422;-0.420010972;0.230843605;0.877668510,-12.059393800;1.773447617;9.136862432
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_43321508_5715952972.png,0.990175776;0.040202927;0.133924074;-0.008425042;0.973189023;-0.229852439;-0.139574180;0.226466001;0.963966907,0.926967621;-0.011375590;1.798995734
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_75810419_3515709926.png,0.006889644;-0.997550206;0.069614069;0.999975845;0.006936799;0.000435659;-0.000917491;0.069609385;0.997573903,1.618530109;-0.282410266;-0.550842851
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_50357199_8205859052.png,0.999475237;-0.008194212;-0.031338555;-0.001686174;0.953001227;-0.302961743;0.032348214;0.302855602;0.952487311,1.352244774;0.478777216;3.602922027
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_22494549_5871994022.png,0.873393377;-0.089110990;-0.478793525;0.099539670;0.995027030;-0.003614407;0.476734583;-0.044502151;0.877920097,14.860856907;-1.768278666;4.570382255
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_26921609_5411058517.png,0.999860603;0.001470027;0.016631683;0.001801069;0.980808106;-0.194967218;-0.016599097;0.194969995;0.980668737,-1.861583975;-0.305902150;-0.497386549
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_66347814_2029982255.png,0.776506579;0.184077142;0.602621887;-0.012543254;0.960703167;-0.277294234;-0.629984285;0.207761958;0.748301256,-14.007233182;1.473534392;13.425175820
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_86451018_5200654015.png,0.999963030;-0.006016081;-0.006143768;0.005162436;0.991424512;-0.130578656;0.006876654;0.130542112;0.991418917,0.327907785;-0.762941817;0.437788795
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_17378230_8657377873.png,0.031439343;-0.945911954;0.322896490;0.777776620;0.226053187;0.586484003;-0.627754010;0.232702669;0.742815166,-2.165783178;-16.681892936;13.233782855
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_84357746_4061156508.png,0.999907937;-0.005118008;-0.012566789;0.002182244;0.974738021;-0.223340610;0.013392387;0.223292625;0.974659452,0.377578131;0.767291179;2.264246796
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_17804574_3525103748.png,0.737155487;-0.220028090;-0.638897040;0.084309546;0.968061401;-0.236112312;0.670442904;0.120186367;0.732162242,21.098069048;0.933750230;10.867530892
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_70315674_7178465185.png,0.999876970;-0.004881471;0.014906892;0.005371180;0.999441256;-0.032989780;-0.014737524;0.033065789;0.999344515,-0.626226121;-3.373578612;-4.952708280
pt_sacrecoeur_trevi_tajmahal,trevi_fountain,trevi_fountain_52144216_2711106071.png,0.068707823;0.968481108;-0.239423430;-0.584705849;0.233543411;0.776901889;0.808330567;0.086613042;0.582322828,1.368739134;-19.224925283;16.976444649
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_93423882_13476569344.png,0.993366005;0.021092571;0.113044608;-0.013441631;0.997593372;-0.068020492;-0.114207278;0.066049740;0.991258861,-19.893704042;-13.450498928;-44.926499008
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_45927449_5904684394.png,0.992299538;0.042132187;0.116475347;-0.030215451;0.994300042;-0.102247021;-0.120119333;0.097940316;0.987916515,-21.198739419;-15.401483193;-50.229011443
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_90467261_5816977333.png,0.751810263;-0.406796785;-0.518939018;0.365114692;0.912173118;-0.186095313;0.549065197;-0.049563894;0.834308594,59.517821110;-1.958780199;-29.557271604
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_47029087_8959697396.png,0.979466817;0.052862588;0.194551538;-0.023306148;0.988231034;-0.151182827;-0.200253783;0.143544315;0.969171529,-12.168807361;-2.489237886;-14.308168499
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_33340964_112626481.png,0.729147538;-0.382466130;-0.567506412;0.200319503;0.912214356;-0.357403226;0.654382125;0.146917080;0.741754276,62.645185480;9.281749864;-6.726550612
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_55695069_9640098822.png,0.969811603;-0.082255669;-0.229563627;0.072094505;0.996024640;-0.052319205;0.232954580;0.034189496;0.971886435,0.977019317;-19.990206766;-53.695124688
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_86731151_442052253.png,0.999844357;-0.002706616;0.017433734;0.007199236;0.964739829;-0.263106886;-0.016106888;0.263191445;0.964609160,-8.224580822;-6.040061653;-50.452277693
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_90517919_4394638107.png,0.984715138;-0.100841062;-0.142011188;0.091604997;0.993321128;-0.070154546;0.148137172;0.056073309;0.987375897,9.199797496;-10.278210433;-25.671869125
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_55297752_267282770.png,0.999847539;-0.017406494;-0.001382950;0.016581861;0.971323841;-0.237181444;0.005471790;0.237122351;0.971464384,-1.666804261;-7.120051928;-44.370999764
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_98546957_2200688611.png,0.998539020;0.004255143;0.053867610;0.006828426;0.978966035;-0.203908986;-0.053602222;0.203978911;0.977506729,-13.818734799;-1.959379792;-17.037450483
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_68663909_1356782012.png,0.995408436;-0.067877646;-0.067488297;0.062798846;0.995224886;-0.074724373;0.072238147;0.070143084;0.994917885,1.234782044;-15.776693268;-48.519713219
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_80691366_2623658065.png,0.956759821;-0.156104087;-0.245442780;0.063958169;0.936045010;-0.346018919;0.283760457;0.315358929;0.905554388,19.945283104;0.286422814;-16.819609018
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_16537684_4545274148.png,0.998831385;-0.043297030;-0.021476287;0.040984776;0.994301833;-0.098407894;0.025614681;0.097412692;0.994914396,-2.613934725;-0.657178219;-2.203435235
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_04739785_8198592553.png,0.994417244;-0.052810317;-0.091353242;0.030013166;0.971547485;-0.234935512;0.101161031;0.230882124;0.967708577,-0.230590742;1.542306917;3.126504336
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_55167859_91653543.png,0.999023170;-0.035780830;-0.025931425;0.032108788;0.990950745;-0.130328997;0.030360044;0.129369061;0.991131633,-3.935785602;-3.977796787;-18.359940921
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_70116109_2697195876.png,0.997748042;-0.056424464;-0.036264657;0.037456808;0.917233987;-0.396583914;0.055640210;0.394332465;0.917281895,-3.704009778;0.957185115;2.899016425
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_39702035_1808089104.png,0.822264480;-0.316722425;-0.472829811;0.233883305;0.945489550;-0.226601213;0.518825331;0.075739130;0.851518561,51.429837578;-1.511384511;-28.762482129
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_46031506_3822251715.png,0.998103289;-0.030232111;-0.053626905;0.013400624;0.956917904;-0.290049217;0.060085345;0.288780443;0.955508036,-4.483235114;-1.212338787;-19.804732157
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_68688218_4738908453.png,0.997800844;-0.046878488;-0.046860256;0.030476383;0.952276889;-0.303710252;0.058861417;0.301614214;0.951611370,-0.522625884;18.332705918;163.429385060
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_82410562_10997050704.png,0.777047295;-0.392622088;-0.491981095;0.303586687;0.918466767;-0.253483574;0.551391536;0.047609815;0.832886955,60.401788209;8.306845205;-15.121489210
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_41224690_4580747259.png,0.994832006;-0.070152793;-0.073402083;0.058177981;0.986329866;-0.154171067;0.083214198;0.149103927;0.985313867,1.996233921;-13.079353834;-49.881548221
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_34264811_99184810.png,0.753273740;-0.400624197;-0.521611854;0.253101996;0.908572541;-0.332318096;0.607056878;0.118305493;0.785802620,51.808199459;4.212082590;-25.381328936
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_47042061_9637017399.png,0.753987662;-0.336058119;-0.564417883;0.281821803;0.941624580;-0.184172802;0.593362517;-0.020201245;0.804681821,49.724374573;-9.097541343;-35.402837445
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_73084286_312927075.png,0.800436652;-0.328476041;-0.501402689;0.310661409;0.942705092;-0.121641268;0.512631111;-0.058400337;0.856620537,51.166385973;-7.879317248;-31.805622533
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_10474405_6093717701.png,0.236844486;0.884801524;-0.401286622;-0.554460520;0.462268865;0.692012304;0.797795852;0.058598291;0.600073345,15.160479922;-65.844529552;13.803981980
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_11626754_2718827730.png,0.998215472;-0.059389214;-0.006228459;0.058013297;0.989203100;-0.134579658;0.014153791;0.133978163;0.990883203,-5.990120741;-9.938156544;-31.882177448
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_42287322_536307676.png,0.995304711;0.080458528;0.053804806;-0.066214043;0.971447942;-0.227825802;-0.070599097;0.223193460;0.972214198,-10.382502343;-2.308631302;-19.246534986
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_70118605_5991576631.png,-0.295445020;-0.913624099;0.279290611;0.741638530;-0.403616042;-0.535785760;0.602232953;0.048837443;0.796825184,-4.507675875;60.410925104;-19.003265339
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_35905283_32603557.png,0.999923576;0.000361627;0.012357649;0.004506718;0.920129253;-0.391588874;-0.011512244;0.391614640;0.920057304,-11.485242906;-4.800712743;88.756074260
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_70724808_2779990339.png,0.998320406;-0.013201704;0.056409945;0.022434533;0.985815683;-0.166325374;-0.053414030;0.167311546;0.984456087,-8.503254515;-3.080568785;-17.317729096
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_02928139_3448003521.png,0.999295897;0.019569317;0.032011745;-0.009879533;0.960337396;-0.278665534;-0.036195370;0.278153064;0.959854556,-11.549658789;2.408801881;4.352785655
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_28088482_1061487806.png,0.999164901;0.006295648;0.040371588;-0.008021380;0.999054553;0.042727720;-0.040064421;-0.043015874;0.998270743,-10.445370112;-15.628589552;-32.014758440
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_70970334_5790897082.png,0.999384378;-0.016407403;0.031010669;0.021323167;0.985976778;-0.165514700;-0.027860134;0.166074052;0.985719647,-5.366733175;-2.273270395;-10.354656713
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_91671915_1791174514.png,0.984497809;0.119367441;0.128512561;-0.101770594;0.985503794;-0.135738790;-0.142852408;0.120555741;0.982374421,-25.936530082;-0.010328171;-12.824726203
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_75030977_10341125684.png,0.993737252;-0.074973858;-0.082856470;0.073899940;0.997137988;-0.015957208;0.083815707;0.009734184;0.996433727,3.470545143;-10.495532324;-23.837762087
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_39852107_3868092306.png,0.959007187;0.150589840;0.240058150;-0.115763730;0.981395631;-0.153171061;-0.258658025;0.119102122;0.958598305,-36.093629705;-6.878341907;-38.475843865
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_32069695_13023252634.png,0.657157982;-0.478701343;-0.582227113;0.367010067;0.877901586;-0.307558802;0.658366917;-0.011568491;0.752608246,72.584726860;6.539111943;-22.257025850
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_30642459_5864476232.png,0.980589154;0.070138473;-0.183099717;-0.128122841;0.936096718;-0.327578191;0.148423211;0.344678877;0.926912629,8.506029227;-3.889620392;-26.457606874
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_69399539_4178098151.png,0.998034131;-0.050219539;-0.037494943;0.030510082;0.911905358;-0.409264894;0.054744933;0.407316359;0.911644874,-3.159959690;-3.087811285;114.369836859
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_91139284_7856526282.png,0.999134027;-0.034325782;-0.023514592;0.026487074;0.960570369;-0.276772472;0.032087852;0.275909962;0.960647731,-5.573752014;11.081565761;107.931389148
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_55640818_3363877988.png,0.914234569;-0.227431026;-0.335336073;0.211800303;0.973782076;-0.083000608;0.345421171;0.004857743;0.938435196,37.978772192;-13.003138003;-41.265244036
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_95021816_8071366303.png,0.995490363;-0.081420067;-0.048679670;0.060869702;0.941836851;-0.330512065;0.072758621;0.326058459;0.942545524,-1.009655492;-3.456315192;-32.160586901
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_23327088_8208333914.png,0.006649928;0.856399472;-0.516270978;-0.999252277;-0.013973398;-0.036050384;-0.038087590;0.516124683;0.855666201,0.536607411;4.049729514;5.087269629
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_16971221_7856309770.png,0.814899609;-0.343224106;-0.467050148;0.223785273;0.929643439;-0.292716976;0.534657628;0.134016004;0.834374575,54.514499149;2.721490553;-26.279433196
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_04822190_12621366523.png,0.765921266;-0.375136951;-0.522146418;0.329784323;0.926383853;-0.181811048;0.551912053;-0.032942755;0.833251379,57.125592250;-7.712511773;-34.895890993
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_38755762_4239668423.png,0.759205532;-0.377425177;-0.530242582;0.191170186;0.908070114;-0.372642763;0.622142202;0.181545874;0.761564295,54.586869883;5.071377205;-24.272158685
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_79500596_4830716729.png,0.974301541;-0.124138636;-0.187952406;0.068630625;0.958355488;-0.277208579;0.214537515;0.257185454;0.942246941,6.696898003;-3.068221092;-22.338803881
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_16776129_4239663609.png,-0.220960400;-0.861057108;0.457992531;0.752836463;-0.449122490;-0.481171747;0.620011099;0.238473575;0.747473472,-10.838475343;53.150048662;-24.103577290
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_77299481_4479618965.png,0.965098768;0.113817378;0.235860068;-0.080607961;0.985999115;-0.145972952;-0.249172077;0.121866117;0.960761118,-27.681192461;-11.626755227;-45.634374149
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_61531052_7402696624.png,0.742577074;-0.398178983;-0.538546922;0.341623114;0.916803315;-0.206797800;0.576084141;-0.030416772;0.816824266,63.787024565;9.999912359;-8.600172208
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_81935357_9658163122.png,0.988813870;0.080290647;0.125700205;-0.031539693;0.936248264;-0.349920615;-0.145781952;0.342041812;0.928307611,-15.385317835;0.347514490;-17.307803267
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_39172134_3155998144.png,0.819104378;-0.351289988;-0.453501227;0.241356819;0.928228359;-0.283088324;0.520398793;0.122423272;0.845102147,52.816895383;2.678517073;-27.408562709
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_32086795_402359870.png,0.972335093;-0.149046519;-0.179859951;0.079279253;0.934842929;-0.346097527;0.219725435;0.322263609;0.920796883,5.790781989;-0.611287168;-20.533679986
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_76611857_9600863579.png,0.893558508;-0.170386805;-0.415357111;0.240217954;0.963057650;0.121718105;0.379273684;-0.208538484;0.901478327,38.847501261;-28.129974090;-40.303599866
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_48325951_2932818065.png,0.988804563;-0.076922554;-0.127861083;0.036848716;0.956223765;-0.290307221;0.144594979;0.282345588;0.948352920,5.994576645;-1.183135284;-18.460331259
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_75716321_3698743515.png,0.574919382;-0.460770084;-0.676135071;0.303830334;0.887497579;-0.346460930;0.759707070;-0.006243241;0.650235488,70.003123431;7.092071346;-10.996101407
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_93638576_44195081.png,0.999724209;-0.023449278;-0.001279424;0.022315518;0.965536373;-0.259309720;0.007315956;0.259209654;0.965793369,-5.646434109;-8.865241448;-57.574601505
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_52914810_3288295639.png,0.996499319;-0.067862458;-0.048824105;0.060149058;0.987593974;-0.145052521;0.058062013;0.141608014;0.988218586,-0.277130983;-5.254222910;-21.081428339
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_24292909_11972893303.png,0.999619650;-0.003328521;0.027376553;0.008368870;0.982490537;-0.186124441;-0.026277686;0.186282760;0.982144703,-11.101914723;-3.629692421;-18.744480285
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_71955478_140210696.png,0.999344649;-0.034471764;-0.011044023;0.027430662;0.920271177;-0.390318484;0.023618463;0.389759743;0.920613660,-6.091850175;-1.938740062;-30.814162391
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_18725380_2402129328.png,0.995022288;-0.065673100;-0.074951259;0.043704244;0.963519322;-0.264046314;0.089557726;0.259456279;0.961593393,0.529127863;-2.363216004;-20.217748576
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_66573940_9624143830.png,0.999429953;-0.010925557;0.031943727;0.018534399;0.968411283;-0.248668579;-0.028217823;0.249118884;0.968061742,-3.200101868;9.756249723;91.438884292
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_32188921_4453876221.png,0.998222310;-0.046335310;-0.037486783;0.040944568;0.990186987;-0.133616143;0.043310070;0.131843735;0.990323920,-0.904776817;1.234192487;1.780102144
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_85164542_170630708.png,0.996725693;-0.043220810;-0.068336338;0.031310077;0.985520854;-0.166638308;0.074549129;0.163953067;0.983647203,0.501728493;-3.640656523;-19.442155301
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_67466492_5056065534.png,0.781386101;-0.371243575;-0.501611373;0.138143059;0.886761564;-0.441101375;0.608565737;0.275376354;0.744187884,51.301373707;5.051579592;-32.887318505
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_37175111_6635304477.png,0.993955477;-0.085940686;-0.068313315;0.071427711;0.978778452;-0.192069839;0.083370215;0.186029405;0.979000750,2.604023381;-2.760922861;-17.426147715
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_16385535_4660789205.png,0.996923476;-0.056045642;-0.054794796;0.024214886;0.885108697;-0.464753950;0.074546784;0.461997273;0.883742777,-11.426445052;-12.255191768;96.505946162
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_47788810_3531619701.png,0.999975712;-0.004372157;0.005427648;0.005534095;0.971489186;-0.237019273;-0.004236616;0.237043553;0.971489786,-6.880276526;-3.270279001;-21.366879991
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_49896012_2400282601.png,0.997281341;-0.068521897;-0.027104914;0.059611627;0.966441419;-0.249874843;0.043317210;0.247579751;0.967898696,-1.898548232;23.237411517;149.715336715
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_34904068_5083153.png,0.999524780;-0.010390827;-0.029021471;0.003383417;0.972766885;-0.231760953;0.030639314;0.231552623;0.972339763,-7.812431860;0.354790956;-1.069822448
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_95734826_713795234.png,0.999160459;-0.032623420;-0.024780850;0.024489117;0.960525512;-0.277111933;0.032842977;0.276272425;0.960518030,-4.315191594;18.121120539;144.158598070
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_88008039_6208734830.png,0.997201482;-0.058496528;-0.046554925;0.047025466;0.974888377;-0.217672362;0.058118932;0.214873935;0.974910961,-2.247633207;-6.007425530;-26.589268216
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_87446292_3971192822.png,0.043816625;0.976372227;-0.211606658;-0.993383271;0.065087222;0.094622041;0.106159223;0.206060496;0.972763739,-7.295101853;-2.628086012;-29.616054472
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_81282261_3885204620.png,0.999469703;-0.020985553;-0.024898174;0.013617095;0.963924488;-0.265827305;0.029578493;0.265347297;0.963699084,-5.014213372;-1.037955229;-15.991021230
pt_sacrecoeur_trevi_tajmahal,sacre_coeur,sacre_coeur_46459330_5716002401.png,0.999275941;-0.021657693;0.031281595;0.026950241;0.983269939;-0.180149694;-0.026856625;0.180862301;0.983141673,-9.756403013;-2.793343644;-17.256929242
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_68263048_3884219324.png,0.999835997;-0.005377006;-0.017293537;0.003802407;0.995950023;-0.089828133;0.017706505;0.089747644;0.995807130,0.953198832;-3.784953121;-54.604835931
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_21749909_452666809.png,0.999704334;0.006603445;-0.023401711;-0.010356569;0.986391443;-0.164087363;0.021999706;0.164281209;0.986168189,0.893537485;-1.332935646;-63.329134195
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_16773607_5525472114.png,0.997532573;-0.010913644;-0.069351700;0.004921539;0.996283674;-0.085991976;0.070032452;0.085438480;0.993879128,8.575267019;5.788680163;90.651508817
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_73346411_11842150495.png,0.999698337;-0.016916530;-0.017806373;0.015123246;0.995224878;-0.096429921;0.019352605;0.096131541;0.995180488,3.885035829;8.864610052;104.238484574
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_07295255_5949580464.png,0.999788451;0.018128291;-0.009716876;-0.019741971;0.978343798;-0.206042880;0.005771240;0.206191122;0.978494718,2.946282544;-3.508557617;96.005383978
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_33243562_4772593759.png,0.999512941;-0.004315694;0.030907203;0.009130607;0.987494568;-0.157388404;-0.029841455;0.157593949;0.987053005,4.874344232;1.374960871;98.750462395
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_35310867_4710497352.png,0.998466804;0.001353055;-0.055337242;-0.008126334;0.992452589;-0.122359394;0.054754030;0.122621482;0.990941960,4.488305918;4.709161794;94.385710760
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_88681740_6486186923.png,0.999653424;-0.018732985;-0.018496130;0.018301963;0.999563213;-0.023203892;0.018922729;0.022857335;0.999559639,1.488930316;18.513104068;116.870909912
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_75694348_4552162843.png,0.998290324;-0.030166029;-0.050064362;0.024189186;0.992958543;-0.115966437;0.053210083;0.114557156;0.991990597,5.897929753;-3.541469495;-59.742080236
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_87027560_6486839789.png,0.999713318;0.000249533;-0.023942006;0.000956675;0.998730888;0.050355723;0.023924186;-0.050364191;0.998444331,0.961505252;-15.200221637;-62.579298048
pt_sacrecoeur_trevi_tajmahal,taj_mahal,taj_mahal_84623051_5972175223.png,0.999761622;-0.020201998;-0.008281184;0.019645989;0.997853449;-0.062470224;0.009525432;0.062292640;0.998012471,1.222047421;12.953845300;108.925367416
